Longitude,Langitude
-2.50153743,52.63162952
-117.5378439,33.8813831
-0.53782683,52.39170171
55.1985245,25.11709595
-80.8433,35.2269
-0.0454,51.8148
-123.12111,49.28372
-74.00187056,40.7332086
-118.2445,34.0564
-2.0653,52.474
-70.0258,43.8247
-3.5336,50.7218
-72.1567,41.02107
-97.7475,30.2677
-6.2835078,53.30018999
-118.493928,34.197776
-118.05758398,33.95251513
-116.0729,50.62525
-1.31350642,51.74777222
-0.9787,53.96541944
-83.35126459,42.3383543
-1.17179753,52.94866493
-118.329523,34.09417
-0.149444,51.514444
-75.60755991,45.50737331
-1.48225307,50.91819778
-118.3838,34.0905
-79.7164011,43.7742911
-0.12450144,51.50013926
-73.8223596,40.9097108
-0.07731843,51.52970534
-6.21806104,53.25750732
-118.30098,34.06215
-117.566,33.8753
-156.4503779,20.7760155
-86.2197943,32.3561209
-118.2445,34.0564
-4.309626,55.852472
-6.2181888,53.25744629
-99.16655123,19.38035465
-79.7164011,43.7742911
58.23801976,23.63220409
-0.20238889,51.34328056
28.06045532,-26.21659308
5.505501,51.754027
35.9187731,31.95740053
14.24169,40.55014
-100.0,40.0
-1.49634,53.35734
-74.0007613,40.7207559
-77.05879246,38.82629507
-71.2099,42.3377
-77.04207319,38.85132733
-0.16200542,51.53905316
-3.17478228,51.50704975
-88.4259,44.2092
24.94896063,60.18325806
-71.0588801,42.3600825
-81.3775,28.5421
-2.5935,53.3924
-110.95134346,32.23177892
-75.22002619,40.98827045
-82.45,27.36666667
-118.3669875,34.09052057
-117.5205067,33.885807
-95.3694,29.7602
36.77864827,-1.3149198
-117.5664384,33.8752935
-84.3889,33.7566
-74.0007613,40.7207559
-95.240799,29.771402
-74.17020364,40.80267066
-122.29624104,37.8018018
-0.99609,53.21285
-117.1585,32.7155
-85.1157,34.9172
-79.7164011,43.7742911
-1.98570371,50.72838774
55.19851504,25.11705205
-0.77816385,50.83642578
-74.00187056,40.7332086
-2.9794,53.4078
86.20333099,23.72361183
-0.1094,51.5141
-117.566,33.8753
26.09802246,44.42652286
-73.8531,40.7493
-0.0131,51.46203
-118.3512649,34.07636
-75.1577499,39.94629
-73.56725453,45.75975883
-76.691911,39.291031
-122.42145913,37.82673203
144.9661,-37.8156
-111.49257498,33.10299683
144.9661,-37.8156
-150.0,64.0
-75.5516,39.7486
-118.91756058,34.20073759
-87.6461792,41.90023277
-118.53698297,34.03611817
144.9661,-37.8156
-73.96156,40.66221
-122.6599,49.1033
77.19102783,28.5974128
144.9661,-37.8156
-96.7977,32.7774
-74.0007613,40.7207559
116.52099609,40.01709786
-121.0754,38.9015
-87.7258059,41.93823242
-118.2445,34.0564
-71.1000519,42.3816109
-0.13608912,51.50413561
9.13616462,45.46512592
46.724492,24.829761
-73.90786,40.68387
-89.0929,30.4305
-73.97908375,40.75842407
-84.018,33.6682
-117.14678594,32.73264126
-73.8728801,40.7510953
-122.32108,49.13296
-97.7475,30.2677
-73.64324329,40.74087934
-71.08897975,42.34426067
-73.56726563,45.63697547
31.0091396,-29.6768802
-0.33948975,51.750789
-0.18016398,51.48217862
-95.2532,38.9599
-81.9294,29.04207
126.98244019,37.54274326
-104.998739,39.729872
-71.43245,42.95122
16.3731,48.2083
-79.52795,43.59551
-5.9301,54.5971
-112.834,49.6975
-91.499871,44.812055
-88.00790991,42.00151746
120.85755937,14.06777802
-73.84350331,40.74593584
-79.9958864,40.4406248
-74.0064,40.7142
-118.2445,34.0564
0.55566788,51.56951457
174.777,-41.2889
-111.33462,31.57704
144.9661,-37.8156
-94.5858385,39.06306306
85.15043526,25.61020466
-4.309626,55.852472
-73.56300186,45.49987026
-73.56725453,45.75975883
-73.56725453,45.75975883
-82.9996,39.9624
28.06045532,-26.21659308
-101.878,33.5647
123.30791397,9.30435073
-75.1651,39.9527
-114.057,51.045
-87.632496,41.883222
120.9808,14.5896
-74.00187056,40.7332086
75.82569488,30.89965099
77.19102783,28.5974128
-73.64324329,40.74087934
-122.32108,49.13296
-81.0952,32.0702
144.9661,-37.8156
0.05173177,52.28036162
-117.16824532,32.72333874
-118.4283584,33.9567783
-74.0064,40.7142
126.98244019,37.54274326
-122.2721,37.8029
-73.56725453,45.75975883
-0.1094,51.5141
77.19102783,28.5974128
-73.8309,40.7
-117.566,33.8753
-80.3307309,25.7330118
-118.4283584,33.9567783
-95.387,30.0541
-123.13701914,49.17395588
135.0,-25.0
144.9661,-37.8156
144.9661,-37.8156
144.9661,-37.8156
144.9661,-37.8156
144.9661,-37.8156
21.008333,52.232222
144.9661,-37.8156
144.9661,-37.8156
144.9661,-37.8156
144.9661,-37.8156
144.9661,-37.8156
144.9661,-37.8156
144.9661,-37.8156
144.9661,-37.8156
106.8064,-6.268
144.9661,-37.8156
144.9661,-37.8156
